2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,O+,40
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,O-,12
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,AB+,15
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,AB-,34
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,A+,27
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,A-,9
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,B+,12
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,B-,25
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,O+,30
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,O-,24
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,AB+,34
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,AB-,27
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpallyt,A+,33
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpallyt,A-,8
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpallyt,B+,26
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpallyt,B-,34
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpallyt,O+,12
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpallyt,O-,14
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpallyt,AB+,24
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpallyt,AB-,8
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpallyt,A+,15
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpallyt,A-,13
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpallyt,B+,18
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpallyt,B-,25
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpallyt,O+,27
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpallyt,O-,13
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpallyt,AB+,26
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpallyt,AB-,33
6,Prathima Sai Blood Bank,"Flat No 108, Venkateswara Plaza, KPHB Colony, Kukatpally, Hyderabad - 500072
",Kukatpallyt,A+,14
6,Prathima Sai Blood Bank,"Flat No 108, Venkateswara Plaza, KPHB Colony, Kukatpally, Hyderabad - 500072
",Kukatpallyt,A-,24
6,Prathima Sai Blood Bank,"Flat No 108, Venkateswara Plaza, KPHB Colony, Kukatpally, Hyderabad - 500072
",Kukatpallyt,B+,33
6,Prathima Sai Blood Bank,"Flat No 108, Venkateswara Plaza, KPHB Colony, Kukatpally, Hyderabad - 500072
",Kukatpallyt,B-,34
6,Prathima Sai Blood Bank,"Flat No 108, Venkateswara Plaza, KPHB Colony, Kukatpally, Hyderabad - 500072
",Kukatpallyt,O+,37
6,Prathima Sai Blood Bank,"Flat No 108, Venkateswara Plaza, KPHB Colony, Kukatpally, Hyderabad - 500072
",Kukatpallyt,O-,35
6,Prathima Sai Blood Bank,"Flat No 108, Venkateswara Plaza, KPHB Colony, Kukatpally, Hyderabad - 500072
",Kukatpallyt,AB+,27
6,Prathima Sai Blood Bank,"Flat No 108, Venkateswara Plaza, KPHB Colony, Kukatpally, Hyderabad - 500072
",Kukatpallyt,AB-,17
7,Sri Anjaniputhra Blood Centre,"H No 5535/154/B 1st Floor, Sri Anjaniputhra Blood Center, Prashanti Nagar, Ida, Kukatpally, Hyderabad - 500072
",Kukatpallyt,A+,25
7,Sri Anjaniputhra Blood Centre,"H No 5535/154/B 1st Floor, Sri Anjaniputhra Blood Center, Prashanti Nagar, Ida, Kukatpally, Hyderabad - 500072
",Kukatpallyt,A-,30
7,Sri Anjaniputhra Blood Centre,"H No 5535/154/B 1st Floor, Sri Anjaniputhra Blood Center, Prashanti Nagar, Ida, Kukatpally, Hyderabad - 500072
",Kukatpallyt,B+,9
7,Sri Anjaniputhra Blood Centre,"H No 5535/154/B 1st Floor, Sri Anjaniputhra Blood Center, Prashanti Nagar, Ida, Kukatpally, Hyderabad - 500072
",Kukatpallyt,B-,33
7,Sri Anjaniputhra Blood Centre,"H No 5535/154/B 1st Floor, Sri Anjaniputhra Blood Center, Prashanti Nagar, Ida, Kukatpally, Hyderabad - 500072
",Kukatpallyt,O+,18
7,Sri Anjaniputhra Blood Centre,"H No 5535/154/B 1st Floor, Sri Anjaniputhra Blood Center, Prashanti Nagar, Ida, Kukatpally, Hyderabad - 500072
",Kukatpallyt,O-,18
7,Sri Anjaniputhra Blood Centre,"H No 5535/154/B 1st Floor, Sri Anjaniputhra Blood Center, Prashanti Nagar, Ida, Kukatpally, Hyderabad - 500072
",Kukatpallyt,AB+,10
7,Sri Anjaniputhra Blood Centre,"H No 5535/154/B 1st Floor, Sri Anjaniputhra Blood Center, Prashanti Nagar, Ida, Kukatpally, Hyderabad - 500072
",Kukatpallyt,AB-,35
8,Aayush Blood Bank,"Obul Reddy Complex, Vivekananda Nagar-kukatpally, Hyderabad - 500072 (Opposite Corporation Bank)
",Kukatpallyt,A+,24
8,Aayush Blood Bank,"Obul Reddy Complex, Vivekananda Nagar-kukatpally, Hyderabad - 500072 (Opposite Corporation Bank)
",Kukatpallyt,A-,34
8,Aayush Blood Bank,"Obul Reddy Complex, Vivekananda Nagar-kukatpally, Hyderabad - 500072 (Opposite Corporation Bank)
",Kukatpallyt,B+,29
8,Aayush Blood Bank,"Obul Reddy Complex, Vivekananda Nagar-kukatpally, Hyderabad - 500072 (Opposite Corporation Bank)
",Kukatpallyt,B-,25
8,Aayush Blood Bank,"Obul Reddy Complex, Vivekananda Nagar-kukatpally, Hyderabad - 500072 (Opposite Corporation Bank)
",Kukatpallyt,O+,14
8,Aayush Blood Bank,"Obul Reddy Complex, Vivekananda Nagar-kukatpally, Hyderabad - 500072 (Opposite Corporation Bank)
",Kukatpallyt,O-,36
8,Aayush Blood Bank,"Obul Reddy Complex, Vivekananda Nagar-kukatpally, Hyderabad - 500072 (Opposite Corporation Bank)
",Kukatpallyt,AB+,33
8,Aayush Blood Bank,"Obul Reddy Complex, Vivekananda Nagar-kukatpally, Hyderabad - 500072 (Opposite Corporation Bank)
",Kukatpallyt,AB-,18
9,Sunshine Blood Bank Gachibowli,"5 Th Floor, Raidurg, Gachibowli, Hyderabad, Gachibowli, Hyderabad - 500032 (Near Dargah Road)
",Gachibowli,A+,22
9,Sunshine Blood Bank Gachibowli,"5 Th Floor, Raidurg, Gachibowli, Hyderabad, Gachibowli, Hyderabad - 500032 (Near Dargah Road)
",Gachibowli,A-,9
9,Sunshine Blood Bank Gachibowli,"5 Th Floor, Raidurg, Gachibowli, Hyderabad, Gachibowli, Hyderabad - 500032 (Near Dargah Road)
",Gachibowli,B+,39
9,Sunshine Blood Bank Gachibowli,"5 Th Floor, Raidurg, Gachibowli, Hyderabad, Gachibowli, Hyderabad - 500032 (Near Dargah Road)
",Gachibowli,B-,21
9,Sunshine Blood Bank Gachibowli,"5 Th Floor, Raidurg, Gachibowli, Hyderabad, Gachibowli, Hyderabad - 500032 (Near Dargah Road)
",Gachibowli,O+,38
9,Sunshine Blood Bank Gachibowli,"5 Th Floor, Raidurg, Gachibowli, Hyderabad, Gachibowli, Hyderabad - 500032 (Near Dargah Road)
",Gachibowli,O-,22
9,Sunshine Blood Bank Gachibowli,"5 Th Floor, Raidurg, Gachibowli, Hyderabad, Gachibowli, Hyderabad - 500032 (Near Dargah Road)
",Gachibowli,AB+,17
9,Sunshine Blood Bank Gachibowli,"5 Th Floor, Raidurg, Gachibowli, Hyderabad, Gachibowli, Hyderabad - 500032 (Near Dargah Road)
",Gachibowli,AB-,31
10,Continental Blood Bank,"C/O, Contiinental Hospital, Plot No 3, Road No 2, Gachibowli, Hyderabad - 500032 (Call N Confirm Details With Mr Nagraj N (Receptionist), More Details Confirmed From Website N Creat)

",Gachibowli,A+,16
10,Continental Blood Bank,"C/O, Contiinental Hospital, Plot No 3, Road No 2, Gachibowli, Hyderabad - 500032 (Call N Confirm Details With Mr Nagraj N (Receptionist), More Details Confirmed From Website N Creat)

",Gachibowli,A-,37
10,Continental Blood Bank,"C/O, Contiinental Hospital, Plot No 3, Road No 2, Gachibowli, Hyderabad - 500032 (Call N Confirm Details With Mr Nagraj N (Receptionist), More Details Confirmed From Website N Creat)

",Gachibowli,B+,11
10,Continental Blood Bank,"C/O, Contiinental Hospital, Plot No 3, Road No 2, Gachibowli, Hyderabad - 500032 (Call N Confirm Details With Mr Nagraj N (Receptionist), More Details Confirmed From Website N Creat)

",Gachibowli,B-,16
10,Continental Blood Bank,"C/O, Contiinental Hospital, Plot No 3, Road No 2, Gachibowli, Hyderabad - 500032 (Call N Confirm Details With Mr Nagraj N (Receptionist), More Details Confirmed From Website N Creat)

",Gachibowli,O+,29
10,Continental Blood Bank,"C/O, Contiinental Hospital, Plot No 3, Road No 2, Gachibowli, Hyderabad - 500032 (Call N Confirm Details With Mr Nagraj N (Receptionist), More Details Confirmed From Website N Creat)

",Gachibowli,O-,38
10,Continental Blood Bank,"C/O, Contiinental Hospital, Plot No 3, Road No 2, Gachibowli, Hyderabad - 500032 (Call N Confirm Details With Mr Nagraj N (Receptionist), More Details Confirmed From Website N Creat)

",Gachibowli,AB+,18
10,Continental Blood Bank,"C/O, Contiinental Hospital, Plot No 3, Road No 2, Gachibowli, Hyderabad - 500032 (Call N Confirm Details With Mr Nagraj N (Receptionist), More Details Confirmed From Website N Creat)

",Gachibowli,AB-,24
11,Himagiri Blood Bank,"Plot No 4, 5, 23 & 24 /, Gachibowli, Hyderabad - 500032 (Gachibowli Stadium Main Road)
",Gachibowli,A+,39
11,Himagiri Blood Bank,"Plot No 4, 5, 23 & 24 /, Gachibowli, Hyderabad - 500032 (Gachibowli Stadium Main Road)
",Gachibowli,A-,16
11,Himagiri Blood Bank,"Plot No 4, 5, 23 & 24 /, Gachibowli, Hyderabad - 500032 (Gachibowli Stadium Main Road)
",Gachibowli,B+,22
11,Himagiri Blood Bank,"Plot No 4, 5, 23 & 24 /, Gachibowli, Hyderabad - 500032 (Gachibowli Stadium Main Road)
",Gachibowli,B-,18
11,Himagiri Blood Bank,"Plot No 4, 5, 23 & 24 /, Gachibowli, Hyderabad - 500032 (Gachibowli Stadium Main Road)
",Gachibowli,O+,38
11,Himagiri Blood Bank,"Plot No 4, 5, 23 & 24 /, Gachibowli, Hyderabad - 500032 (Gachibowli Stadium Main Road)
",Gachibowli,O-,38
11,Himagiri Blood Bank,"Plot No 4, 5, 23 & 24 /, Gachibowli, Hyderabad - 500032 (Gachibowli Stadium Main Road)
",Gachibowli,AB+,17
11,Himagiri Blood Bank,"Plot No 4, 5, 23 & 24 /, Gachibowli, Hyderabad - 500032 (Gachibowli Stadium Main Road)
",Gachibowli,AB-,39
12,Ntr Memorial Trust Blood Bank,"House No 8-2-120/2, NTR Bhawan, Road No 2, Banjara Hills, Hyderabad - 500034 (Behind TDP Party Office)
",Banjara Hills,A+,40
12,Ntr Memorial Trust Blood Bank,"House No 8-2-120/2, NTR Bhawan, Road No 2, Banjara Hills, Hyderabad - 500034 (Behind TDP Party Office)
",Banjara Hills,A-,38
12,Ntr Memorial Trust Blood Bank,"House No 8-2-120/2, NTR Bhawan, Road No 2, Banjara Hills, Hyderabad - 500034 (Behind TDP Party Office)
",Banjara Hills,B+,35
12,Ntr Memorial Trust Blood Bank,"House No 8-2-120/2, NTR Bhawan, Road No 2, Banjara Hills, Hyderabad - 500034 (Behind TDP Party Office)
",Banjara Hills,B-,18
12,Ntr Memorial Trust Blood Bank,"House No 8-2-120/2, NTR Bhawan, Road No 2, Banjara Hills, Hyderabad - 500034 (Behind TDP Party Office)
",Banjara Hills,O+,23
12,Ntr Memorial Trust Blood Bank,"House No 8-2-120/2, NTR Bhawan, Road No 2, Banjara Hills, Hyderabad - 500034 (Behind TDP Party Office)
",Banjara Hills,O-,33
12,Ntr Memorial Trust Blood Bank,"House No 8-2-120/2, NTR Bhawan, Road No 2, Banjara Hills, Hyderabad - 500034 (Behind TDP Party Office)
",Banjara Hills,AB+,31
12,Ntr Memorial Trust Blood Bank,"House No 8-2-120/2, NTR Bhawan, Road No 2, Banjara Hills, Hyderabad - 500034 (Behind TDP Party Office)
",Banjara Hills,AB-,10
13,Aarohi Blood Bank,"Door No 6-3-182/1 to 3, 4th Floor, Lake View Palace, Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Taj Banjara)
",Banjara Hills,A+,20
13,Aarohi Blood Bank,"Door No 6-3-182/1 to 3, 4th Floor, Lake View Palace, Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Taj Banjara)
",Banjara Hills,A-,16
13,Aarohi Blood Bank,"Door No 6-3-182/1 to 3, 4th Floor, Lake View Palace, Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Taj Banjara)
",Banjara Hills,B+,12
13,Aarohi Blood Bank,"Door No 6-3-182/1 to 3, 4th Floor, Lake View Palace, Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Taj Banjara)
",Banjara Hills,B-,11
13,Aarohi Blood Bank,"Door No 6-3-182/1 to 3, 4th Floor, Lake View Palace, Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Taj Banjara)
",Banjara Hills,O+,37
13,Aarohi Blood Bank,"Door No 6-3-182/1 to 3, 4th Floor, Lake View Palace, Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Taj Banjara)
",Banjara Hills,O-,40
13,Aarohi Blood Bank,"Door No 6-3-182/1 to 3, 4th Floor, Lake View Palace, Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Taj Banjara)
",Banjara Hills,AB+,22
13,Aarohi Blood Bank,"Door No 6-3-182/1 to 3, 4th Floor, Lake View Palace, Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Taj Banjara)
",Banjara Hills,AB-,19
14,Basavatarakam Indo American Cancer Hospital Blood ,"C/O Basavatarakam Indo American Cancer Hospital & Research Institute, Banjara Hills, Hyderabad - 500034
",Banjara Hills,A+,29
14,Basavatarakam Indo American Cancer Hospital Blood ,"C/O Basavatarakam Indo American Cancer Hospital & Research Institute, Banjara Hills, Hyderabad - 500034
",Banjara Hills,A-,38
14,Basavatarakam Indo American Cancer Hospital Blood ,"C/O Basavatarakam Indo American Cancer Hospital & Research Institute, Banjara Hills, Hyderabad - 500034
",Banjara Hills,B+,40
14,Basavatarakam Indo American Cancer Hospital Blood ,"C/O Basavatarakam Indo American Cancer Hospital & Research Institute, Banjara Hills, Hyderabad - 500034
",Banjara Hills,B-,31
14,Basavatarakam Indo American Cancer Hospital Blood ,"C/O Basavatarakam Indo American Cancer Hospital & Research Institute, Banjara Hills, Hyderabad - 500034
",Banjara Hills,O+,14
14,Basavatarakam Indo American Cancer Hospital Blood ,"C/O Basavatarakam Indo American Cancer Hospital & Research Institute, Banjara Hills, Hyderabad - 500034
",Banjara Hills,O-,36
14,Basavatarakam Indo American Cancer Hospital Blood ,"C/O Basavatarakam Indo American Cancer Hospital & Research Institute, Banjara Hills, Hyderabad - 500034
",Banjara Hills,AB+,40
14,Basavatarakam Indo American Cancer Hospital Blood ,"C/O Basavatarakam Indo American Cancer Hospital & Research Institute, Banjara Hills, Hyderabad - 500034
",Banjara Hills,AB-,38
15,AP Centre For Emergency Medicare,"Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Vengalrao Park)
",Banjara Hills,A+,24
15,AP Centre For Emergency Medicare,"Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Vengalrao Park)
",Banjara Hills,A-,33
15,AP Centre For Emergency Medicare,"Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Vengalrao Park)
",Banjara Hills,B+,16
15,AP Centre For Emergency Medicare,"Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Vengalrao Park)
",Banjara Hills,B-,33
15,AP Centre For Emergency Medicare,"Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Vengalrao Park)
",Banjara Hills,O+,22
15,AP Centre For Emergency Medicare,"Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Vengalrao Park)
",Banjara Hills,O-,36
15,AP Centre For Emergency Medicare,"Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Vengalrao Park)
",Banjara Hills,AB+,26
15,AP Centre For Emergency Medicare,"Road No 1, Banjara Hills, Hyderabad - 500034 (Opposite Vengalrao Park)
",Banjara Hills,AB-,26
16,Deccan's Blood Centre,"House No 7-1-71/A/A, 1st Floor, Dharam Karam Road, Ameerpet, Hyderabad - 500016 (Above Challa Hospital)
",Ameerpet,A+,9
16,Deccan's Blood Centre,"House No 7-1-71/A/A, 1st Floor, Dharam Karam Road, Ameerpet, Hyderabad - 500016 (Above Challa Hospital)
",Ameerpet,A-,39
16,Deccan's Blood Centre,"House No 7-1-71/A/A, 1st Floor, Dharam Karam Road, Ameerpet, Hyderabad - 500016 (Above Challa Hospital)
",Ameerpet,B+,24
16,Deccan's Blood Centre,"House No 7-1-71/A/A, 1st Floor, Dharam Karam Road, Ameerpet, Hyderabad - 500016 (Above Challa Hospital)
",Ameerpet,B-,12
16,Deccan's Blood Centre,"House No 7-1-71/A/A, 1st Floor, Dharam Karam Road, Ameerpet, Hyderabad - 500016 (Above Challa Hospital)
",Ameerpet,O+,25
16,Deccan's Blood Centre,"House No 7-1-71/A/A, 1st Floor, Dharam Karam Road, Ameerpet, Hyderabad - 500016 (Above Challa Hospital)
",Ameerpet,O-,13
16,Deccan's Blood Centre,"House No 7-1-71/A/A, 1st Floor, Dharam Karam Road, Ameerpet, Hyderabad - 500016 (Above Challa Hospital)
",Ameerpet,AB+,19
16,Deccan's Blood Centre,"House No 7-1-71/A/A, 1st Floor, Dharam Karam Road, Ameerpet, Hyderabad - 500016 (Above Challa Hospital)
",Ameerpet,AB-,31
17,Mythri Blood Bank,"Ameerpet, Hyderabad - 500016
",Ameerpet,A+,8
17,Mythri Blood Bank,"Ameerpet, Hyderabad - 500016
",Ameerpet,A-,14
17,Mythri Blood Bank,"Ameerpet, Hyderabad - 500016
",Ameerpet,B+,29
17,Mythri Blood Bank,"Ameerpet, Hyderabad - 500016
",Ameerpet,B-,11
17,Mythri Blood Bank,"Ameerpet, Hyderabad - 500016
",Ameerpet,O+,13
17,Mythri Blood Bank,"Ameerpet, Hyderabad - 500016
",Ameerpet,O-,23
17,Mythri Blood Bank,"Ameerpet, Hyderabad - 500016
",Ameerpet,AB+,35
17,Mythri Blood Bank,"Ameerpet, Hyderabad - 500016
",Ameerpet,AB-,20
18,Image Hospitals (Super Speciality Centres),"Flat No 411, Sree Rama Krishna Towers, Ameerpet, Hyderabad - 500016
",Ameerpet,A+,39
18,Image Hospitals (Super Speciality Centres),"Flat No 411, Sree Rama Krishna Towers, Ameerpet, Hyderabad - 500016
",Ameerpet,A-,38
18,Image Hospitals (Super Speciality Centres),"Flat No 411, Sree Rama Krishna Towers, Ameerpet, Hyderabad - 500016
",Ameerpet,B+,38
18,Image Hospitals (Super Speciality Centres),"Flat No 411, Sree Rama Krishna Towers, Ameerpet, Hyderabad - 500016
",Ameerpet,B-,26
18,Image Hospitals (Super Speciality Centres),"Flat No 411, Sree Rama Krishna Towers, Ameerpet, Hyderabad - 500016
",Ameerpet,O+,10
18,Image Hospitals (Super Speciality Centres),"Flat No 411, Sree Rama Krishna Towers, Ameerpet, Hyderabad - 500016
",Ameerpet,O-,12
18,Image Hospitals (Super Speciality Centres),"Flat No 411, Sree Rama Krishna Towers, Ameerpet, Hyderabad - 500016
",Ameerpet,AB+,13
18,Image Hospitals (Super Speciality Centres),"Flat No 411, Sree Rama Krishna Towers, Ameerpet, Hyderabad - 500016
",Ameerpet,AB-,32
19,Jeevadhaara Voluntary Blood Bank,"Door No 9-4-269-275, 2nd Floor, Secunderabad City, Secunderabad - 500003 (Above Saluja Hospital, Opposite Railway Station, Beside Sandarshini Hotel)
",Secunderabad,A+,35
19,Jeevadhaara Voluntary Blood Bank,"Door No 9-4-269-275, 2nd Floor, Secunderabad City, Secunderabad - 500003 (Above Saluja Hospital, Opposite Railway Station, Beside Sandarshini Hotel)
",Secunderabad,A-,40
19,Jeevadhaara Voluntary Blood Bank,"Door No 9-4-269-275, 2nd Floor, Secunderabad City, Secunderabad - 500003 (Above Saluja Hospital, Opposite Railway Station, Beside Sandarshini Hotel)
",Secunderabad,B+,38
19,Jeevadhaara Voluntary Blood Bank,"Door No 9-4-269-275, 2nd Floor, Secunderabad City, Secunderabad - 500003 (Above Saluja Hospital, Opposite Railway Station, Beside Sandarshini Hotel)
",Secunderabad,B-,24
19,Jeevadhaara Voluntary Blood Bank,"Door No 9-4-269-275, 2nd Floor, Secunderabad City, Secunderabad - 500003 (Above Saluja Hospital, Opposite Railway Station, Beside Sandarshini Hotel)
",Secunderabad,O+,35
19,Jeevadhaara Voluntary Blood Bank,"Door No 9-4-269-275, 2nd Floor, Secunderabad City, Secunderabad - 500003 (Above Saluja Hospital, Opposite Railway Station, Beside Sandarshini Hotel)
",Secunderabad,O-,30
19,Jeevadhaara Voluntary Blood Bank,"Door No 9-4-269-275, 2nd Floor, Secunderabad City, Secunderabad - 500003 (Above Saluja Hospital, Opposite Railway Station, Beside Sandarshini Hotel)
",Secunderabad,AB+,39
19,Jeevadhaara Voluntary Blood Bank,"Door No 9-4-269-275, 2nd Floor, Secunderabad City, Secunderabad - 500003 (Above Saluja Hospital, Opposite Railway Station, Beside Sandarshini Hotel)
",Secunderabad,AB-,34
20,Sushruta Blood Bank,"Spg Church Complex, Station Road, Secunderabad City, Secunderabad - 500003
",Secunderabad,A+,12
20,Sushruta Blood Bank,"Spg Church Complex, Station Road, Secunderabad City, Secunderabad - 500003
",Secunderabad,A-,35
20,Sushruta Blood Bank,"Spg Church Complex, Station Road, Secunderabad City, Secunderabad - 500003
",Secunderabad,B+,9
20,Sushruta Blood Bank,"Spg Church Complex, Station Road, Secunderabad City, Secunderabad - 500003
",Secunderabad,B-,37
20,Sushruta Blood Bank,"Spg Church Complex, Station Road, Secunderabad City, Secunderabad - 500003
",Secunderabad,O+,33
20,Sushruta Blood Bank,"Spg Church Complex, Station Road, Secunderabad City, Secunderabad - 500003
",Secunderabad,O-,37
20,Sushruta Blood Bank,"Spg Church Complex, Station Road, Secunderabad City, Secunderabad - 500003
",Secunderabad,AB+,10
20,Sushruta Blood Bank,"Spg Church Complex, Station Road, Secunderabad City, Secunderabad - 500003
",Secunderabad,AB-,13
21,SHYAM Blood Bank Services & Supply,"Secunderabad City, Secunderabad - 500003 (Near Railway Station)
",Secunderabad,A+,26
